Company Code;G/L Account;G/L Account Name;Assignment Reference;Journal Entry;Journal Entry Type;JE Type Name;Posting Date;Amount in Company Code Currency;Clearing Journal Entry;Clearing Date;Profit Center;Profit Center Name;Partner Profit Center;Customer;Name of Customer;Journal Entry Item Text;Journal Entry Date;Jrnl Entry Creation Date in Server Time;Journal Entry Created By;Offsetting Account;Offsetting Acct Name;Fiscal Period;Name of Supplier;Supplier;Creation Time;Trading Partner;Functional Area;Functional Area Name;Cost Center;Cost Center Name;WBS Element;Purchasing Document;Order ID;Work Item ID;Reference Key 3
1711 (Delek Logistics Partners);65301400 (Contract Services - Contractors);CS - Contractors;P4/JIB Accrual;1020004996;AC (Accrual Document);Accrual Document;31/01/2026;6.212,22   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;P4/JIB - Jan Accrual - Keith Camp;31/01/2026;04/02/2026;JOHARRIS;21102300 (A/POther);A/POther;001;;;04/02/2026 12:58;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;;2300372240;CO (Secondary Cost);Secondary Cost;31/03/2026;6.248,33   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;10/03/2026;10/03/2026;FIBATCH;65301300 (CS - Outside Service);CS - Outside Service;003;;;10/03/2026 20:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1711 (Delek Logistics Partners);65301400 (Contract Services - Contractors);CS - Contractors;;2300049053;CO (Secondary Cost);Secondary Cost;28/02/2026;6.267,25   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;24/02/2026;24/02/2026;FIBATCH;65301400 (CS - Contractors);CS - Contractors;002;;;24/02/2026 20:16;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65301400 (Contract Services - Contractors);CS - Contractors;;2300049056;CO (Secondary Cost);Secondary Cost;28/02/2026;6.267,25   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;24/02/2026;24/02/2026;FIBATCH;65301400 (CS - Contractors);CS - Contractors;002;;;24/02/2026 20:16;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1710 (Delek US Holdings, Inc.);65301400 (Contract Services - Contractors);CS - Contractors;;2300380951;CO (Secondary Cost);Secondary Cost;31/03/2026;6.286,69   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;31/03/2026;31/03/2026;FIBATCH;65301400 (CS - Contractors);CS - Contractors;003;;;31/03/2026 20:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1710 (Delek US Holdings, Inc.);65301700 (Contract Services -Mechanical Integrity Inspection);CS - Mechanical;p62-2916wo40055702;1020092783;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/02/2026;6.332,00   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;FIXED EQUIPMENT RELIABILITY LLC;10/02/2026;10/02/2026;FIBATCH;21102300 (A/POther);A/POther;002;;;10/02/2026 21:33;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;;2300365176;CO (Secondary Cost);Secondary Cost;28/02/2026;6.403,50   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;20/02/2026;20/02/2026;FIBATCH;65301300 (CS - Outside Service);CS - Outside Service;002;;;20/02/2026 20:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1710 (Delek US Holdings, Inc.);65301700 (Contract Services -Mechanical Integrity Inspection);CS - Mechanical;p6-80710wo40039416;1040005656;RC (Reclass Document);Reclass Document;31/03/2026;6.418,00   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;SETPOINT INTEGRATED SOLUTIONS INC;01/04/2026;01/04/2026;JBRANDON;61002000 (3rd party material);3rd party material;003;;;01/04/2026 15:55;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1710 (Delek US Holdings, Inc.);61002000 (3rd party material);3rd party material;;2300379966;CO (Secondary Cost);Secondary Cost;31/03/2026;6.418,00   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;27/03/2026;27/03/2026;LGREENE;61002000 (3rd party material);3rd party material;003;;;27/03/2026 09:11;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;;;;
1711 (Delek Logistics Partners);65240000 (Supplies - Operating);Supplies - Operating;4010100087;5000049737;WE (Goods Receipt);Goods Receipt;11/02/2026;6.453,30   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;11/02/2026;11/02/2026;RWITTWER;21120000 (GR/IR);GR/IR;002;ODESSA PUMPS & EQUIPMENT INC;144036 (ODESSA PUMPS & EQUIPMENT INC);11/02/2026 12:55;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000080099;;;
1711 (Delek Logistics Partners);65000500 (Non Production - Material Consumption);Non Prod Mat Consptn;4010100087;5000052092;WE (Goods Receipt);Goods Receipt;30/03/2026;6.453,30   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;30/03/2026;30/03/2026;RWITTWER;21120000 (GR/IR);GR/IR;003;ODESSA PUMPS & EQUIPMENT INC;144036 (ODESSA PUMPS & EQUIPMENT INC);30/03/2026 10:04;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000084304;;;
1710 (Delek US Holdings, Inc.);65301400 (Contract Services - Contractors);CS - Contractors;;2300350481;CO (Secondary Cost);Secondary Cost;31/01/2026;6.461,12   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;12/01/2026;12/01/2026;FIBATCH;65301400 (CS - Contractors);CS - Contractors;001;;;12/01/2026 20:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1711 (Delek Logistics Partners);65301400 (Contract Services - Contractors);CS - Contractors;;2300047260;CO (Secondary Cost);Secondary Cost;31/01/2026;6.461,71   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;27/01/2026;27/01/2026;FIBATCH;65301400 (CS - Contractors);CS - Contractors;001;;;27/01/2026 20:15;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65301400 (Contract Services - Contractors);CS - Contractors;;2300047258;CO (Secondary Cost);Secondary Cost;31/01/2026;6.464,38   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;27/01/2026;27/01/2026;FIBATCH;65301400 (CS - Contractors);CS - Contractors;001;;;27/01/2026 20:15;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65302600 (Contract Services - Contingent Labor);CS - Contingent Labr;;5000051401;WE (Goods Receipt);Goods Receipt;13/03/2026;6.510,50   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;PSI OPERATOR/JUSTIN GAMBLE/WTX WATER;13/03/2026;13/03/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;003;PUMP SPECIALIST INC;148087 (PUMP SPECIALIST INC);13/03/2026 16:56;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000079489;;;
1711 (Delek Logistics Partners);65000600 (Materials - Internal);Materials - Internal;;2300051123;CO (Secondary Cost);Secondary Cost;31/03/2026;6.598,49   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;30/03/2026;30/03/2026;FIBATCH;65000600 (Materials - Internal);Materials - Internal;003;;;30/03/2026 20:16;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63001000 (Electricity and other Utilities);Electricity&Utilitie;Real Capturis 1711;1010009607;AB (Journal Entry);Journal Entry;28/02/2026;6.658,46   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;10020001 (DELEK US ENERGY, INC);;;RELIANT DEPT 0-214132474;03/03/2026;03/03/2026;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;002;;;03/03/2026 16:26;LC1710;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;;2300049711;CO (Secondary Cost);Secondary Cost;31/03/2026;6.675,18   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;06/03/2026;06/03/2026;FIBATCH;65003200 (Repairs & Maint - Ot);Repairs & Maint - Ot;003;;;06/03/2026 20:17;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;;2300049715;CO (Secondary Cost);Secondary Cost;31/03/2026;6.675,20   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;06/03/2026;06/03/2026;FIBATCH;65003200 (Repairs & Maint - Ot);Repairs & Maint - Ot;003;;;06/03/2026 20:17;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;;2300049721;CO (Secondary Cost);Secondary Cost;31/03/2026;6.727,87   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;06/03/2026;06/03/2026;FIBATCH;65003200 (Repairs & Maint - Ot);Repairs & Maint - Ot;003;;;06/03/2026 20:17;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65302600 (Contract Services - Contingent Labor);CS - Contingent Labr;;5000052077;WE (Goods Receipt);Goods Receipt;30/03/2026;6.786,50   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;PSI OPERATOR - JUSTIN RAWLINS;30/03/2026;30/03/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;003;PUMP SPECIALIST INC;148087 (PUMP SPECIALIST INC);30/03/2026 09:35;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000079360;;;
1711 (Delek Logistics Partners);61202000 (Payroll Taxes - Unemployment);Payroll Taxes - Unem;;2400000139;CC (Sec. Cost CrossComp.);Sec. Cost CrossComp.;31/01/2026;6.865,58   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;10180001 (DK Logistics Servc.);;;GRAVITY   GRAVITY PAY ROLL DISTRIBUTION;09/02/2026;09/02/2026;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;09/02/2026 18:12;LC1710;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5000049247;WE (Goods Receipt);Goods Receipt;30/01/2026;6.890,00   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;BLANKET-J&J ROUSTABOUT-REMAINDER OF YEAR;30/01/2026;30/01/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;001;J&J ROUSTABOUT & BACKHOE SERVICE LL;172258 (J&J ROUSTABOUT & BACKHOE SERVICE LL);30/01/2026 15:42;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000067222;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;;2300047188;CO (Secondary Cost);Secondary Cost;31/01/2026;6.917,72   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;23/01/2026;23/01/2026;FIBATCH;65003200 (Repairs & Maint - Ot);Repairs & Maint - Ot;001;;;23/01/2026 20:14;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63001000 (Electricity and other Utilities);Electricity&Utilitie;Real Capturis 1711;1010009349;AB (Journal Entry);Journal Entry;31/01/2026;6.938,75   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;10020001 (DELEK US ENERGY, INC);;;RELIANT DEPT 0-214132474;02/02/2026;03/02/2026;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;03/02/2026 10:06;LC1710;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);67000800 (Right Of Way Expense);Right of Way Expense;FFT67F566726868;2020024020;ZR (Bank reconciliation);Bank reconciliation;24/03/2026;7.074,02   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;Check#1782;24/03/2026;27/03/2026;KSANAMBATLA;11001013 (Checks In/Out);Checks In/Out;003;;;27/03/2026 10:57;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1710 (Delek US Holdings, Inc.);65301400 (Contract Services - Contractors);CS - Contractors;;2300373322;CO (Secondary Cost);Secondary Cost;31/03/2026;7.093,88   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;12/03/2026;12/03/2026;FIBATCH;65301400 (CS - Contractors);CS - Contractors;003;;;12/03/2026 20:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1711 (Delek Logistics Partners);65000500 (Non Production - Material Consumption);Non Prod Mat Consptn;4010100087;5000051767;WE (Goods Receipt);Goods Receipt;23/03/2026;7.166,35   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;FUEL FOR FRANKIE AND LONGEST YARD;23/03/2026;23/03/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;003;PARKS FUELS LTD;144138 (PARKS FUELS LTD);23/03/2026 15:27;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000082071;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;20260101;1020092422;AC (Accrual Document);Accrual Document;31/01/2026;7.285,64   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;BRIS ENGINEERING LLC (115286-BRIS ENGINEERING LLC);03/02/2026;03/02/2026;KRHAYDEN;21102300 (A/POther);A/POther;001;;;03/02/2026 07:47;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;20260201;1020096616;AC (Accrual Document);Accrual Document;28/02/2026;7.285,64   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;BRIS ENGINEERING LLC (115286-BRIS ENGINEERING LLC);04/03/2026;05/03/2026;KRHAYDEN;21102300 (A/POther);A/POther;002;;;05/03/2026 07:24;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;20260301;1020102683;AC (Accrual Document);Accrual Document;31/03/2026;7.285,64   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);;;;BRIS ENGINEERING LLC (115286-BRIS ENGINEERING LLC);07/03/2026;06/04/2026;KRHAYDEN;21102300 (A/POther);A/POther;003;;;06/04/2026 16:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1711 (Delek Logistics Partners);63001000 (Electricity and other Utilities);Electricity&Utilitie;Real Capturis 1711;1010009861;AB (Journal Entry);Journal Entry;31/03/2026;7.321,72   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;10020001 (DELEK US ENERGY, INC);;;RELIANT DEPT 0-214054207;01/04/2026;01/04/2026;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;003;;;01/04/2026 14:14;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65000600 (Materials - Internal);Materials - Internal;;2300050416;CO (Secondary Cost);Secondary Cost;31/03/2026;7.328,53   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;16/03/2026;16/03/2026;FIBATCH;65000600 (Materials - Internal);Materials - Internal;003;;;16/03/2026 20:16;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65302600 (Contract Services - Contingent Labor);CS - Contingent Labr;;5000052075;WE (Goods Receipt);Goods Receipt;30/03/2026;7.376,00   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;PSI OPERATOR - GREG YOCCA;30/03/2026;30/03/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;003;PUMP SPECIALIST INC;148087 (PUMP SPECIALIST INC);30/03/2026 09:32;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000079358;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5000048831;WE (Goods Receipt);Goods Receipt;23/01/2026;7.387,50   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;WORK AT VITAL COX AST;23/01/2026;23/01/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;001;Foundation Energy Services, LLC;171784 (Foundation Energy Services, LLC);23/01/2026 14:40;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000078306;;;
1710 (Delek US Holdings, Inc.);61052000 (Group Insurance);Group Insurance;Jan'26 Alloc;1010028620;AB (Journal Entry);Journal Entry;31/01/2026;7.444,32   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);10020001 (DELEK US ENERGY, INC);;;GROUP INSURANCE ALLOC;05/02/2026;04/02/2026;DROJO;21503400 (Benefit Cost Clearin);Benefit Cost Clearin;001;;;04/02/2026 14:06;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;;2300349363;CO (Secondary Cost);Secondary Cost;31/01/2026;7.462,80   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;08/01/2026;08/01/2026;FIBATCH;65301300 (CS - Outside Service);CS - Outside Service;001;;;08/01/2026 20:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;4010100087;5000049451;WE (Goods Receipt);Goods Receipt;04/02/2026;7.490,40   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;ZONE INDUSTRIES-BLANKET-PUMP REPAIRS;04/02/2026;04/02/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;002;Zone Industries;170647 (Zone Industries);04/02/2026 12:33;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000068338;;;
1711 (Delek Logistics Partners);65302200 (Contract Services - Other);CS - Other;192019617;2040000407;ZV (Payment Clearing);Payment Clearing;25/02/2026;7.502,04   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;19/02/2026;24/02/2026;CPIONDS4;21103000 (Virtual Card Clrng);Virtual Card Clrng;002;;;24/02/2026 23:15;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63001000 (Electricity and other Utilities);Electricity&Utilitie;Real Capturis 1711;1010009607;AB (Journal Entry);Journal Entry;28/02/2026;7.554,57   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;10020001 (DELEK US ENERGY, INC);;;RELIANT DEPT 0-213996887;03/03/2026;03/03/2026;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;002;;;03/03/2026 16:26;LC1710;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65240000 (Supplies - Operating);Supplies - Operating;4010100087;5000049737;WE (Goods Receipt);Goods Receipt;11/02/2026;7.605,68   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;;11/02/2026;11/02/2026;RWITTWER;21120000 (GR/IR);GR/IR;002;ODESSA PUMPS & EQUIPMENT INC;144036 (ODESSA PUMPS & EQUIPMENT INC);11/02/2026 12:55;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000080099;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;;2300048272;CO (Secondary Cost);Secondary Cost;28/02/2026;7.781,84   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;40101033 (DKL - H2O);;;CTR A000/4010100087;13/02/2026;13/02/2026;FIBATCH;65003200 (Repairs & Maint - Ot);Repairs & Maint - Ot;002;;;13/02/2026 20:15;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;;2300351736;CO (Secondary Cost);Secondary Cost;31/01/2026;7.795,79   USD;;;20022001 (EDR -Refinery (Lion));EDR -Refinery (Lion);20022001 (EDR -Refinery (Lion));;;CTR A000/2002000086;14/01/2026;14/01/2026;FIBATCH;65301300 (CS - Outside Service);CS - Outside Service;001;;;14/01/2026 20:00;;YB20 (OPEX IN COS);OPEX IN COS;2002000086 (MAINT -RELIABILITY);MAINT -RELIABILITY;EDSEP2024001;;;;
1711 (Delek Logistics Partners);65270000 (Supplies - Miscellaneous);Supplies - Miscellan;P4/JIB Accrual;1020004996;AC (Accrual Document);Accrual Document;31/01/2026;7.804,65   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;P4/JIB - Jan Accrual - Fairview;31/01/2026;04/02/2026;JOHARRIS;21102300 (A/POther);A/POther;001;;;04/02/2026 12:58;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);65270000 (Supplies - Miscellaneous);Supplies - Miscellan;P4/JIB Accrual;1020005163;AC (Accrual Document);Accrual Document;28/02/2026;7.842,23   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;P4/JIB - Feb26 Accrual - Iden;28/02/2026;27/02/2026;WMARSHALL;42001100 (Oth Water System Rev);Oth Water System Rev;002;;;27/02/2026 10:36;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63001000 (Electricity and other Utilities);Electricity&Utilitie;Real Capturis 1711;1010009349;AB (Journal Entry);Journal Entry;31/01/2026;7.885,08   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;10020001 (DELEK US ENERGY, INC);;;RELIANT DEPT 0-213983406;02/02/2026;03/02/2026;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;03/02/2026 10:06;LC1710;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63001000 (Electricity and other Utilities);Electricity&Utilitie;Real Capturis 1711;1010009349;AB (Journal Entry);Journal Entry;31/01/2026;7.937,87   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;10020001 (DELEK US ENERGY, INC);;;RELIANT DEPT 0-213996887;02/02/2026;03/02/2026;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;03/02/2026 10:06;LC1710;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63001000 (Electricity and other Utilities);Electricity&Utilitie;Real Capturis 1711;1010009861;AB (Journal Entry);Journal Entry;31/03/2026;7.938,96   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;10020001 (DELEK US ENERGY, INC);;;RELIANT DEPT 0-213983406;01/04/2026;01/04/2026;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;003;;;01/04/2026 14:14;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;;;;
1711 (Delek Logistics Partners);63005200 (Short-Term Lease Expense);ST Lease Expense;4010100087;5000049242;WE (Goods Receipt);Goods Receipt;30/01/2026;8.000,00   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;ASAP RENTALS-FORKLIFT RENTAL;30/01/2026;30/01/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;001;ASAP Rentals LLC;172257 (ASAP Rentals LLC);30/01/2026 15:37;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000075280;;;
1711 (Delek Logistics Partners);63005200 (Short-Term Lease Expense);ST Lease Expense;4010100087;5000049478;WE (Goods Receipt);Goods Receipt;04/02/2026;8.000,00   USD;;;40101034 (DKL - DWM Permian);DKL - DWM Permian;;;;FORKLIFT RENTAL JAN 2026 P2;04/02/2026;04/02/2026;SAP_WFRT;21120000 (GR/IR);GR/IR;002;ASAP Rentals LLC;172257 (ASAP Rentals LLC);04/02/2026 15:10;;YB20 (OPEX IN COS);OPEX IN COS;4010100087 (DWM - Operating);DWM - Operating;;6000080094;;;
