Company Code;G/L Account;G/L Account Name;Assignment Reference;Journal Entry;Journal Entry Type;JE Type Name;Posting Date;Amount in Company Code Currency;Clearing Journal Entry;Clearing Date;Profit Center;Profit Center Name;Partner Profit Center;Customer;Name of Customer;Journal Entry Item Text;Journal Entry Date;Jrnl Entry Creation Date in Server Time;Journal Entry Created By;Offsetting Account;Offsetting Acct Name;Fiscal Period;Name of Supplier;Supplier;Creation Time;Trading Partner;Functional Area;Functional Area Name;Cost Center;Cost Center Name;WBS Element;Purchasing Document;Order ID;Work Item ID;Reference Key 3
1711 (Delek Logistics Partners);66000700 (Management Fee);Management Fee;4020100019;1010009261;MR (Manual Recurring Doc);Manual Recurring Doc;31/01/2026;1.083.333,33   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10020001 (DELEK US ENERGY, INC);;;Managment Fees 2026;26/01/2026;27/01/2026;DROJO;21301000 (A/P - Intercompany M);A/P - Intercompany M;001;;;2026-01-27 10:45:24;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;1002000004;2610001483;YP (EC-Payroll Posting);EC-Payroll Posting;20/03/2026;1.154.464,41   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;18/03/2026;18/03/2026;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2026-03-18 15:29:29;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;1002000011;2610001483;YP (EC-Payroll Posting);EC-Payroll Posting;20/03/2026;1.962.039,46   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;18/03/2026;18/03/2026;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2026-03-18 15:29:29;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;2024 AIP Payout;1010022261;AB (Journal Entry);Journal Entry;31/03/2025;- 1.368.673,03   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2024 AIP Payout;31/03/2025;02/04/2025;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;003;;;2025-04-02 08:31:30;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;2024 TIPS Payout;1010022592;AB (Journal Entry);Journal Entry;31/03/2025;- 1.163.706,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;2024 TIPS Partial Payout;31/03/2025;08/04/2025;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;003;;;2025-04-08 10:00:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;2024 AIP Payout;1010022261;AB (Journal Entry);Journal Entry;31/03/2025;- 851.118,75   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2024 AIP Payout;31/03/2025;02/04/2025;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;003;;;2025-04-02 08:31:30;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;1002000011;1010022591;AB (Journal Entry);Journal Entry;31/03/2025;- 851.118,75   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2024 AIP Payout;31/03/2025;08/04/2025;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;003;;;2025-04-08 10:00:05;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000700 (Management Fee);Management Fee;1002000011;1040003729;RC (Reclass Document);Reclass Document;28/02/2025;- 700.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Reclass YTD Management Fee to Accounting;12/03/2025;12/03/2025;DROJO;66000700 (Management Fee);Management Fee;002;;;2025-03-12 10:03:54;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1711 (Delek Logistics Partners);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;4020100019;1010006457;AB (Journal Entry);Journal Entry;31/01/2025;- 540.000,00   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Cap Labor;06/02/2025;06/02/2025;BDANIEL;61010000 (PayrollSalariedLabor);PayrollSalariedLabor;001;;;2025-02-06 20:03:34;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);61052000 (Group Insurance);Group Insurance;;2400000112;CC (Sec. Cost CrossComp.);Sec. Cost CrossComp.;31/03/2025;- 465.595,72   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10180001 (DK Logistics Servc.);;;DKLOGISTICDK LOGISTICS SERVC;09/04/2025;09/04/2025;DROJO;INC1710 (Delek US Holdings, Inc.);Delek US Holdings, Inc.;003;;;2025-04-09 14:23:25;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000011;2620000160;YQ (EC-Payroll Acc Posti);EC-Payroll Acc Posti;01/01/2025;- 434.933,69   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;31/12/2024;31/12/2024;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;001;;;2024-12-31 03:54:31;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000700 (Management Fee);Management Fee;1002000011;1010021907;MR (Manual Recurring Doc);Manual Recurring Doc;28/02/2025;- 350.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;40201002 (SHARED SERVICES);;;Managment Fees 2025;10/03/2025;10/03/2025;AKNECHT;66000700 (Management Fee);Management Fee;002;;;2025-03-10 15:32:07;LC1711;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);66000700 (Management Fee);Management Fee;1002000011;1010022079;MR (Manual Recurring Doc);Manual Recurring Doc;31/03/2025;- 350.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;40201002 (SHARED SERVICES);;;Managment Fees 2025;31/03/2025;31/03/2025;DROJO;12302000 (A/R-Intercompany Man);A/R-Intercompany Man;003;;;2025-03-31 16:42:59;LC1711;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;;1010021271;AB (Journal Entry);Journal Entry;31/01/2025;- 318.750,83   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;E&Y Audit Fees 2025 Audit;06/02/2025;06/02/2025;DROJO;21709000 (Accrued Audit Fees);Accrued Audit Fees;001;;;2025-02-06 16:42:10;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1711 (Delek Logistics Partners);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;;2400000103;CC (Sec. Cost CrossComp.);Sec. Cost CrossComp.;31/01/2025;- 247.270,87   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10180001 (DK Logistics Servc.);;;DKLOGISTICDK LOGISTICS SERVC;11/02/2025;11/02/2025;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;2025-02-11 08:41:07;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;;2400000105;CC (Sec. Cost CrossComp.);Sec. Cost CrossComp.;31/01/2025;- 247.270,87   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10180001 (DK Logistics Servc.);;;DKLOGISTICDK LOGISTICS SERVC;11/02/2025;11/02/2025;DROJO;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;2025-02-11 11:03:33;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);61024100 (Labor COSt);Labor COSt;DKL CC RECLASS;1010006904;AB (Journal Entry);Journal Entry;31/03/2025;- 225.160,86   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;DKL PERSONNEL HOURS;07/04/2025;07/04/2025;BDANIEL;61024100 (Labor COSt);Labor COSt;003;;;2025-04-07 10:30:30;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;1002000004;1010022591;AB (Journal Entry);Journal Entry;31/03/2025;- 204.967,03   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2024 AIP Payout;31/03/2025;08/04/2025;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;003;;;2025-04-08 10:00:05;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;Managed Services;1020034301;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/01/2025;- 202.500,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;KPMG;08/01/2025;09/01/2025;FIBATCH;21102300 (A/POther);A/POther;001;;;2025-01-09 21:31:28;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;2025 AIP ACCRUAL;1010022301;AB (Journal Entry);Journal Entry;31/03/2025;- 200.244,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2025 AIP ACCRUAL;17/02/2025;01/04/2025;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;003;;;2025-04-01 17:48:52;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1711 (Delek Logistics Partners);61024100 (Labor COSt);Labor COSt;DKL CC RECLASS;1010006409;AB (Journal Entry);Journal Entry;31/01/2025;- 197.613,80   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;DKL PERSONNEL HOURS;04/02/2025;10/02/2025;BDANIEL;61024100 (Labor COSt);Labor COSt;001;;;2025-02-10 16:06:28;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1711 (Delek Logistics Partners);61024100 (Labor COSt);Labor COSt;DKL CC RECLASS;1010006644;AB (Journal Entry);Journal Entry;28/02/2025;- 194.711,94   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;DKL PERSONNEL HOURS;05/03/2025;09/03/2025;BDANIEL;61024100 (Labor COSt);Labor COSt;002;;;2025-03-09 20:51:01;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);65200000 (Other Supplies);Other Supplies;Prepaid Reclass;1010021281;AB (Journal Entry);Journal Entry;31/01/2025;- 192.688,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Workiva - INV-202000;06/02/2025;06/02/2025;BSTIEDLE;12563000 (Prepaid Other);Prepaid Other;001;;;2025-02-06 16:48:45;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1711 (Delek Logistics Partners);61052000 (Group Insurance);Group Insurance;Nov'24;1020002988;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/01/2025;- 192.054,99   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;10180001 (DK Logistics Servc.);;;GROUP INSURANCE TRUE UP;31/12/2024;14/01/2025;FIBATCH;INV1710 (DELEK US HOLDINGS INC);DELEK US HOLDINGS INC;001;;;2025-01-14 21:31:31;LC1710;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000004;2620000160;YQ (EC-Payroll Acc Posti);EC-Payroll Acc Posti;01/01/2025;- 185.738,68   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;31/12/2024;31/12/2024;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;001;;;2024-12-31 03:54:31;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;2025 AIP ACCRUAL;1010022301;AB (Journal Entry);Journal Entry;31/03/2025;- 179.418,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2025 AIP ACCRUAL;17/02/2025;01/04/2025;AKNECHT;21512000 (BONUS PAYABLE);BONUS PAYABLE;003;;;2025-04-01 17:48:52;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;20250331;1010022395;AB (Journal Entry);Journal Entry;31/03/2025;- 171.089,79   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;GATEWAY SEV PAYMENT - RCL TO RESTRUCTURING;31/03/2025;02/04/2025;AKNECHT;67000940 (Restructuring Cost);Restructuring Cost;003;;;2025-04-02 17:40:04;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000011;2620000171;YQ (EC-Payroll Acc Posti);EC-Payroll Acc Posti;01/03/2025;- 138.713,81   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;26/02/2025;26/02/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;003;;;2025-02-26 03:38:38;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000011;2620000164;YQ (EC-Payroll Acc Posti);EC-Payroll Acc Posti;01/02/2025;- 135.023,93   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;29/01/2025;29/01/2025;AROKADE;21501000 (Accrued Net Payroll);Accrued Net Payroll;002;;;2025-01-29 03:21:55;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1711 (Delek Logistics Partners);65003200 (Repairs & Maint - Other);Repairs & Maint - Ot;22687;1020003288;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2025;- 133.524,00   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;MCBRIDE SUPPLIES IT ALL LLC;11/03/2025;11/03/2025;FIBATCH;21102300 (A/POther);A/POther;003;;;2025-03-11 21:31:44;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);61510000 (Stock Based Compensation);Stock Based Compensa;1002000011;1020039849;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2025;- 110.733,33   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;Q1 2025 SBC Accrual;10/02/2025;03/03/2025;FIBATCH;32000900 (Stock Based Compensa);Stock Based Compensa;003;;;2025-03-03 21:31:27;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61510000 (Stock Based Compensation);Stock Based Compensa;1002000011;1020039852;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2025;- 110.733,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;Q1 2025 SBC Accrual;03/03/2025;03/03/2025;FIBATCH;32000900 (Stock Based Compensa);Stock Based Compensa;003;;;2025-03-03 21:31:30;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61065000 (Incentive Plan Expense);Incentive Plan Expen;GATEWAY SEV PAYOUT;1010022262;AB (Journal Entry);Journal Entry;31/03/2025;- 110.006,29   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;2024 AIP Payout_Gateway;31/03/2025;02/04/2025;AKNECHT;67000940 (Restructuring Cost);Restructuring Cost;003;;;2025-04-02 10:37:31;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61510000 (Stock Based Compensation);Stock Based Compensa;1002000004;1020039849;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2025;- 106.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;Q1 2025 SBC Accrual;10/02/2025;03/03/2025;FIBATCH;32000900 (Stock Based Compensa);Stock Based Compensa;003;;;2025-03-03 21:31:27;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);61510000 (Stock Based Compensation);Stock Based Compensa;1002000004;1020039852;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2025;- 106.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;Q1 2025 SBC Accrual;03/03/2025;03/03/2025;FIBATCH;32000900 (Stock Based Compensa);Stock Based Compensa;003;;;2025-03-03 21:31:30;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000004 (TRADING & SUPPLY);TRADING & SUPPLY;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;24 Tax Compliance;1020035727;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/02/2025;- 100.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;PWC;07/02/2025;07/02/2025;FIBATCH;21102300 (A/POther);A/POther;002;;;2025-02-07 21:31:52;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;PWC;1020040041;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2025;- 100.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;2024 Tax Compliance - Estimated for K-1's;07/03/2025;07/03/2025;FIBATCH;21102300 (A/POther);A/POther;003;;;2025-03-07 21:31:56;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;PWC;1020040041;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/03/2025;- 100.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;2024 Tax Compliance - Estimated for K-1's - Billin;07/03/2025;07/03/2025;FIBATCH;21102300 (A/POther);A/POther;003;;;2025-03-07 21:31:56;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61052000 (Group Insurance);Group Insurance;Jan'25 Accrual;1010021442;AB (Journal Entry);Journal Entry;28/02/2025;- 88.892,23   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;STD GROUP INSURANCE;31/01/2025;14/02/2025;AKNECHT;21503400 (Benefit Cost Clearin);Benefit Cost Clearin;002;;;2025-02-14 15:02:13;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1711 (Delek Logistics Partners);65301300 (Contract Services - Outside Services);CS - Outside Service;FA Reclass;1010006966;AB (Journal Entry);Journal Entry;31/03/2025;- 83.960,18   USD;;;40201002 (SHARED SERVICES);SHARED SERVICES;;;;Functional Area Reclass - 03.2025;09/04/2025;09/04/2025;MYARED;65000600 (Materials - Internal);Materials - Internal;003;;;2025-04-09 14:59:35;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";4020100019 (CORP ADMIN);CORP ADMIN;;;;;
1710 (Delek US Holdings, Inc.);65301300 (Contract Services - Outside Services);CS - Outside Service;;1040004219;RC (Reclass Document);Reclass Document;31/03/2025;- 80.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Reverse Duplicate Embark Expense;10/04/2025;10/04/2025;DROJO;21102300 (A/POther);A/POther;003;;;2025-04-10 13:22:15;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61052000 (Group Insurance);Group Insurance;Jan'25;1010021920;AB (Journal Entry);Journal Entry;28/02/2025;- 70.869,65   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;10020001 (DELEK US ENERGY, INC);;;GROUP INSURANCE TRUE UP;28/02/2025;10/03/2025;DROJO;61052000 (Group Insurance);Group Insurance;002;;;2025-03-10 16:36:03;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61007000 (Travel Expenses - Airfare, Rail, Mileage);Trav.Exp Air,Rl,Mile;1002000011;1040003494;RC (Reclass Document);Reclass Document;28/02/2025;- 67.341,93   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;PJ Travel Tours - Reclass from Corporate;04/03/2025;04/03/2025;AKNECHT;61007000 (Trav.Exp Air,Rl,Mile);Trav.Exp Air,Rl,Mile;002;;;2025-03-04 15:23:21;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);61010000 (Payroll - Salaried Labor);PayrollSalariedLabor;1002000011;2610001047;YP (EC-Payroll Posting);EC-Payroll Posting;28/03/2025;- 67.181,77   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;26/03/2025;26/03/2025;PSAMANT;61010000 (PayrollSalariedLabor);PayrollSalariedLabor;003;;;2025-03-26 09:31:35;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301500 (Contract Services - Accounting Services);CS - Accounting Serv;138;1020034242;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/01/2025;- 63.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;EXTEX LAND AND ADMINISTRATION LLC;31/12/2024;08/01/2025;FIBATCH;21102300 (A/POther);A/POther;001;;;2025-01-08 21:31:28;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301500 (Contract Services - Accounting Services);CS - Accounting Serv;139;1020035709;Z1 (Reverse- Accrual Doc);Reverse- Accrual Doc;01/02/2025;- 63.000,00   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;EXTEX LAND AND ADMINISTRATION LLC;31/01/2025;07/02/2025;FIBATCH;21102300 (A/POther);A/POther;002;;;2025-02-07 21:31:38;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
1710 (Delek US Holdings, Inc.);65301200 (Contract Services - Professional Consulting);CS - Professional Co;331036;5000286794;WE (Goods Receipt);Goods Receipt;21/03/2025;- 60.706,64   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;;21/03/2025;21/03/2025;SAP_WFRT;21120000 (GR/IR);GR/IR;003;EMBARK CONSULTING LLC EWB ITF EMBARK CONSULTING LLC;170601 (EMBARK CONSULTING LLC EWB ITF EMBARK CONSULTING LLC);2025-03-21 13:30:03;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;7000024893;;;
1710 (Delek US Holdings, Inc.);65301500 (Contract Services - Accounting Services);CS - Accounting Serv;Prepaid Reclass;1010022403;AB (Journal Entry);Journal Entry;31/03/2025;- 59.813,75   USD;;;10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;;;;Smrt Company Trullion - 2025-302;03/04/2025;03/04/2025;DROJO;12563000 (Prepaid Other);Prepaid Other;003;;;2025-04-03 12:05:40;;"YB50 (G&A; D&A BELOW COS)";"G&A; D&A BELOW COS";1002000011 (ACCOUNTING);ACCOUNTING;;;;;
